session_id,user_type,entry_page,pages_viewed,time_on_site_sec,device_type,geo_region,referral_source,used_calculator,started_application,completed_application,bounced,dropoff_stage,loan_purpose,propensity_score,zip_code,credit_score,debt,income
session_224,New,Learn,3,292,Tablet,West,Email,False,True,False,False,calculator,Other,0.04,30301,739,892.0,88791.0
session_225,New,Home,4,423,Desktop,West,Google,False,False,False,True,start_app,Purchase,0.96,33601,687,2182.0,59406.0
session_226,Returning,Contact,3,812,Tablet,Midwest,Email,False,False,False,False,review,Home Equity,0.7,37201,670,1197.0,69160.0
session_227,Returning,Contact,5,237,Tablet,West,Direct,False,False,False,True,submit,Other,0.19,30301,771,1955.0,37344.0
session_228,New,Calculator,7,837,Tablet,Midwest,Facebook,True,True,False,False,submit,Refinance,0.36,33601,786,2287.0,82791.0
session_229,New,Calculator,5,255,Tablet,Northeast,Google,True,False,False,True,review,Purchase,0.51,37201,748,1728.0,140267.0
session_230,Returning,Home,6,730,Desktop,Midwest,Other,True,True,False,False,calculator,Purchase,0.7,75201,704,752.0,105123.0
session_231,Returning,Contact,1,494,Tablet,South,Facebook,True,True,True,True,start_app,Refinance,0.84,33601,659,1041.0,139760.0
session_232,Returning,Contact,2,387,Mobile,West,Email,False,False,True,True,submit,Home Equity,0.08,37201,658,2161.0,107060.0
session_233,Returning,Calculator,7,173,Tablet,Midwest,Facebook,False,True,False,True,review,Other,0.66,70112,726,1415.0,110687.0
session_234,Returning,Calculator,10,383,Mobile,Northeast,Facebook,False,False,False,False,review,Other,0.48,32202,720,1540.0,134352.0
session_235,Returning,Learn,4,280,Desktop,South,Google,True,True,False,False,none,Refinance,0.6,70112,770,1879.0,94432.0
session_236,Returning,Contact,6,405,Tablet,Midwest,Other,True,False,False,False,review,Purchase,0.51,32202,732,1848.0,80319.0
session_237,Returning,Contact,6,274,Mobile,Midwest,Direct,False,True,False,True,none,Refinance,0.45,73301,624,1639.0,110816.0
session_238,New,Learn,6,47,Tablet,Midwest,Other,True,True,True,True,none,Home Equity,0.21,73301,752,1396.0,121346.0
session_239,New,Contact,8,744,Tablet,South,Email,False,False,False,True,submit,Purchase,0.47,73301,650,1344.0,73001.0
session_240,New,Home,4,745,Mobile,Midwest,Other,False,False,False,False,calculator,Home Equity,0.19,75201,680,1929.0,66961.0
session_241,Returning,Calculator,9,514,Desktop,Northeast,Other,False,True,False,False,calculator,Home Equity,0.04,70112,712,1777.0,88471.0
session_242,New,Calculator,3,31,Desktop,Northeast,Email,False,True,False,False,review,Purchase,0.37,32202,799,1371.0,105787.0
session_243,Returning,Calculator,7,405,Desktop,Northeast,Other,True,False,True,False,start_app,Home Equity,0.02,37201,850,2041.0,104952.0
session_244,New,Rates,6,595,Desktop,Northeast,Direct,False,True,True,False,start_app,Purchase,0.56,30301,730,1435.0,49396.0
session_245,Returning,Home,6,195,Desktop,South,Facebook,False,True,True,False,none,Home Equity,0.07,37201,690,1074.0,132790.0
session_246,Returning,Home,4,894,Desktop,Northeast,Direct,False,True,True,False,review,Home Equity,0.44,30301,726,1121.0,68971.0
session_247,New,Learn,5,358,Tablet,Northeast,Facebook,False,True,True,False,review,Purchase,0.98,29401,744,1011.0,78373.0
session_248,Returning,Rates,3,684,Tablet,West,Facebook,False,True,True,False,calculator,Home Equity,0.01,37201,683,1364.0,62434.0
session_249,New,Contact,6,477,Mobile,Northeast,Other,True,False,True,True,start_app,Home Equity,0.37,33601,789,2117.0,152458.0
session_250,New,Home,4,121,Desktop,South,Facebook,False,True,False,True,submit,Other,0.67,33601,711,1097.0,91052.0
session_251,New,Rates,3,549,Desktop,West,Email,False,False,True,False,review,Home Equity,0.16,38103,724,1594.0,63726.0
session_252,New,Rates,1,281,Desktop,West,Direct,True,True,True,False,review,Refinance,0.56,70112,733,1172.0,106598.0
session_253,New,Home,2,641,Mobile,South,Facebook,False,False,True,True,calculator,Home Equity,0.26,30301,721,1370.0,104228.0
session_254,New,Learn,4,68,Tablet,West,Other,False,False,True,False,submit,Refinance,0.22,30301,741,745.0,80307.0
session_255,New,Rates,5,465,Tablet,Midwest,Other,False,False,True,True,submit,Purchase,0.89,70112,669,1390.0,106015.0
session_256,New,Calculator,8,677,Desktop,Northeast,Other,False,True,True,True,submit,Purchase,0.2,75201,672,1403.0,64368.0
session_257,New,Rates,8,391,Tablet,Midwest,Google,False,True,False,True,submit,Other,0.38,38103,644,1770.0,72677.0
session_258,Returning,Contact,2,591,Tablet,South,Direct,False,False,False,True,start_app,Purchase,0.17,75201,721,1612.0,34745.0
session_259,Returning,Home,2,112,Tablet,Midwest,Other,False,True,False,False,none,Refinance,0.28,75201,738,901.0,51901.0
session_260,New,Contact,3,795,Desktop,South,Email,True,False,False,False,submit,Purchase,0.29,75201,722,2042.0,130191.0
session_261,Returning,Learn,5,737,Tablet,Midwest,Other,False,False,False,False,none,Purchase,0.33,70112,783,1605.0,126036.0
session_262,Returning,Calculator,6,56,Tablet,Northeast,Google,False,True,True,False,none,Home Equity,0.64,75201,699,1599.0,86645.0
session_263,New,Home,6,618,Mobile,South,Direct,False,True,False,False,calculator,Refinance,0.74,33601,733,1495.0,126573.0
session_264,New,Rates,4,835,Desktop,South,Facebook,True,True,True,False,submit,Refinance,0.51,73301,645,1241.0,80998.0
session_265,Returning,Calculator,5,796,Tablet,South,Direct,False,True,False,False,start_app,Refinance,0.61,29401,680,1609.0,78915.0
session_266,New,Rates,4,50,Desktop,West,Facebook,False,False,False,True,calculator,Purchase,0.81,30301,734,1738.0,86413.0
session_267,New,Learn,5,247,Tablet,Northeast,Facebook,False,False,False,True,calculator,Refinance,1.0,30301,742,627.0,81877.0
session_268,New,Home,8,74,Desktop,West,Other,True,True,False,True,none,Purchase,0.46,29401,685,1231.0,79620.0
session_269,Returning,Learn,5,436,Tablet,West,Email,False,False,False,False,review,Purchase,0.94,70112,696,1373.0,113585.0
session_270,New,Learn,9,723,Tablet,Northeast,Email,True,True,False,True,start_app,Other,0.49,37201,624,1628.0,88753.0
session_271,Returning,Learn,4,827,Mobile,South,Other,True,False,True,False,submit,Other,0.78,70112,682,2097.0,102812.0
session_272,New,Learn,8,508,Desktop,West,Google,False,True,False,False,submit,Purchase,0.57,30301,744,1114.0,110785.0
session_273,New,Rates,2,892,Tablet,West,Facebook,False,True,False,False,start_app,Purchase,0.88,30301,728,1251.0,94705.0
session_274,Returning,Contact,3,685,Mobile,South,Email,True,False,False,True,submit,Home Equity,0.45,29401,725,1244.0,60743.0
session_275,New,Rates,2,593,Mobile,Northeast,Direct,False,True,False,True,review,Other,0.7,75201,702,1099.0,51178.0
session_276,Returning,Calculator,2,792,Desktop,Northeast,Google,True,False,True,False,review,Refinance,0.47,70112,700,1326.0,88720.0
session_277,Returning,Learn,4,647,Desktop,Northeast,Other,False,False,True,True,submit,Other,0.86,32202,666,1885.0,80719.0
session_278,New,Calculator,4,838,Mobile,West,Google,True,False,False,True,calculator,Other,0.99,29401,734,973.0,87185.0
session_279,New,Rates,7,740,Desktop,Northeast,Email,True,True,False,True,submit,Other,0.24,33601,721,1714.0,84599.0
session_280,Returning,Learn,4,366,Desktop,Northeast,Other,False,False,True,True,submit,Refinance,0.47,30301,724,649.0,149589.0
session_281,Returning,Rates,7,821,Desktop,West,Email,True,False,False,False,start_app,Purchase,0.08,29401,673,1219.0,51744.0
session_282,New,Learn,7,177,Tablet,Northeast,Facebook,False,True,False,False,review,Other,0.14,70112,592,1335.0,35251.0
session_283,New,Rates,8,644,Desktop,Midwest,Google,True,True,False,True,calculator,Other,0.93,30301,754,2337.0,93309.0
session_284,New,Home,5,440,Desktop,Northeast,Facebook,True,True,True,False,start_app,Purchase,0.54,37201,676,1363.0,75589.0
session_285,New,Contact,5,543,Mobile,Northeast,Direct,False,False,True,False,start_app,Purchase,0.4,29401,656,399.0,92902.0
session_286,New,Contact,2,797,Mobile,South,Facebook,True,False,True,False,calculator,Home Equity,0.67,38103,734,501.0,99597.0
session_287,Returning,Learn,3,601,Mobile,West,Google,True,False,True,False,calculator,Other,0.56,30301,680,1517.0,117103.0
session_288,Returning,Home,2,848,Desktop,South,Direct,False,True,False,False,start_app,Purchase,0.29,70112,752,1807.0,47319.0
session_289,Returning,Calculator,4,414,Desktop,Midwest,Email,True,True,True,False,submit,Refinance,0.23,73301,730,1688.0,71082.0
session_290,Returning,Home,5,511,Mobile,Northeast,Direct,True,False,False,True,calculator,Refinance,0.59,32202,734,1584.0,95719.0
session_291,New,Learn,5,632,Mobile,South,Google,True,True,True,False,none,Home Equity,0.19,75201,631,2081.0,104262.0
session_292,Returning,Home,3,130,Tablet,South,Other,True,False,True,False,calculator,Other,0.14,70112,760,1230.0,139836.0
session_293,New,Calculator,5,143,Tablet,Midwest,Direct,True,True,False,True,start_app,Purchase,0.32,33601,713,1947.0,108893.0
session_294,New,Learn,8,291,Tablet,Northeast,Email,False,True,False,True,none,Refinance,0.86,33601,681,684.0,83580.0
session_295,New,Contact,6,451,Desktop,South,Direct,False,True,True,True,start_app,Home Equity,0.04,73301,707,1048.0,62739.0
session_296,New,Home,6,83,Desktop,Northeast,Facebook,False,True,True,False,review,Other,0.83,75201,611,596.0,70893.0
session_297,New,Contact,3,217,Mobile,Midwest,Other,True,False,False,True,review,Refinance,0.62,38103,720,1363.0,70182.0
session_298,Returning,Contact,5,568,Tablet,Midwest,Google,False,False,True,False,submit,Home Equity,0.04,73301,648,1477.0,101381.0
session_299,New,Rates,4,781,Desktop,Northeast,Other,True,False,True,False,calculator,Purchase,0.6,73301,632,1557.0,91425.0
session_300,New,Calculator,4,621,Tablet,Midwest,Facebook,False,False,True,False,start_app,Refinance,0.43,30301,623,1531.0,51909.0
session_301,New,Home,1,219,Tablet,West,Other,False,False,True,True,none,Other,0.84,33601,755,1036.0,74102.0
session_302,Returning,Contact,8,860,Desktop,South,Facebook,True,True,False,False,calculator,Refinance,0.91,30301,668,1405.0,106939.0
session_303,New,Contact,5,896,Tablet,West,Direct,False,True,False,True,submit,Purchase,0.29,32202,776,751.0,93792.0
session_304,New,Calculator,7,632,Mobile,West,Google,True,True,True,False,start_app,Purchase,0.78,75201,673,2182.0,99216.0
session_305,New,Contact,7,576,Mobile,Midwest,Facebook,True,True,True,False,start_app,Home Equity,0.31,38103,614,1348.0,94573.0
session_306,Returning,Contact,2,87,Desktop,Midwest,Facebook,True,False,False,True,review,Purchase,0.3,38103,644,1256.0,125661.0
session_307,New,Contact,5,532,Tablet,Northeast,Direct,True,False,False,False,submit,Other,0.19,70112,761,2294.0,90901.0
session_308,Returning,Contact,6,218,Mobile,West,Facebook,False,True,True,False,start_app,Other,0.68,73301,692,879.0,75349.0
session_309,Returning,Rates,6,794,Tablet,South,Google,True,False,False,False,review,Refinance,0.26,32202,672,937.0,62106.0
session_310,New,Rates,0,577,Mobile,Northeast,Email,True,False,True,False,review,Refinance,0.46,33601,708,952.0,91240.0
session_311,Returning,Learn,5,899,Mobile,Northeast,Other,True,False,True,True,none,Purchase,0.81,38103,725,1466.0,30000.0
session_312,Returning,Home,7,633,Tablet,Northeast,Facebook,True,True,False,False,submit,Purchase,0.79,32202,755,1716.0,80393.0
session_313,New,Calculator,5,597,Desktop,Midwest,Other,False,False,False,True,submit,Purchase,0.86,37201,772,1870.0,79854.0
session_314,New,Learn,4,608,Desktop,Midwest,Other,True,True,True,False,start_app,Purchase,0.16,37201,682,2786.0,50888.0
session_315,New,Rates,6,342,Desktop,Northeast,Email,False,False,True,False,none,Refinance,0.59,30301,633,375.0,61793.0
session_316,New,Rates,3,198,Tablet,Midwest,Facebook,False,True,True,True,calculator,Other,0.91,33601,679,1804.0,105241.0
session_317,Returning,Rates,2,828,Tablet,Midwest,Google,True,True,True,True,start_app,Home Equity,0.04,70112,713,1221.0,90768.0
session_318,Returning,Learn,3,160,Tablet,Northeast,Facebook,False,True,False,False,review,Refinance,0.79,38103,651,1207.0,87545.0
session_319,New,Rates,3,707,Desktop,South,Other,True,True,False,True,calculator,Refinance,0.25,73301,652,1190.0,92659.0
session_320,New,Learn,9,593,Tablet,South,Direct,True,True,False,True,calculator,Other,0.67,73301,717,1046.0,87316.0
session_321,New,Rates,6,181,Desktop,Midwest,Email,True,False,False,False,start_app,Home Equity,0.72,38103,697,2342.0,116072.0
session_322,Returning,Contact,4,134,Mobile,South,Google,False,True,True,False,none,Other,0.93,75201,701,1921.0,88086.0
session_323,New,Contact,4,396,Desktop,South,Google,True,False,True,True,submit,Purchase,0.51,70112,662,1512.0,48545.0
session_324,Returning,Home,6,121,Desktop,Midwest,Other,False,False,False,True,none,Home Equity,0.85,32202,688,2176.0,125753.0
session_325,Returning,Rates,5,742,Desktop,South,Google,True,True,True,True,start_app,Refinance,0.05,75201,653,744.0,94259.0
session_326,Returning,Home,4,834,Tablet,Midwest,Other,True,False,True,True,submit,Purchase,0.42,75201,744,835.0,70269.0
session_327,Returning,Learn,6,760,Desktop,West,Google,True,False,False,False,calculator,Purchase,0.44,30301,751,411.0,53665.0
session_328,New,Home,4,461,Mobile,Northeast,Google,False,False,True,False,review,Purchase,0.54,37201,607,1150.0,94898.0
session_329,New,Rates,8,608,Mobile,South,Other,True,True,True,False,none,Purchase,0.48,75201,653,1581.0,82071.0
session_330,New,Learn,4,710,Mobile,Northeast,Email,False,False,True,False,submit,Purchase,0.97,75201,625,1551.0,124354.0
session_331,Returning,Learn,0,334,Mobile,Northeast,Google,True,False,False,False,none,Purchase,0.08,29401,667,1575.0,76352.0
session_332,Returning,Contact,3,57,Mobile,Midwest,Facebook,False,True,True,False,submit,Home Equity,0.27,30301,695,794.0,64065.0
session_333,New,Learn,6,317,Mobile,South,Direct,True,True,False,True,review,Purchase,0.97,33601,627,1902.0,107395.0
session_334,Returning,Learn,6,384,Desktop,South,Other,True,False,False,True,start_app,Home Equity,0.45,29401,653,1620.0,108132.0
session_335,Returning,Home,5,868,Tablet,West,Google,False,False,True,False,start_app,Home Equity,0.57,29401,649,1867.0,89216.0
session_336,Returning,Learn,7,573,Tablet,South,Email,True,False,False,False,submit,Other,0.08,38103,710,554.0,101909.0
session_337,New,Calculator,4,707,Mobile,South,Facebook,True,False,False,False,submit,Other,0.28,37201,703,1656.0,84058.0
session_338,New,Contact,5,433,Desktop,Midwest,Other,True,False,True,True,start_app,Home Equity,0.04,75201,663,906.0,90847.0
session_339,New,Contact,4,165,Mobile,Northeast,Facebook,False,True,False,True,calculator,Purchase,0.14,37201,708,1301.0,114125.0
session_340,Returning,Learn,6,97,Mobile,West,Direct,False,True,True,True,calculator,Other,0.63,70112,672,1767.0,100633.0
session_341,New,Home,11,183,Mobile,South,Email,False,False,False,True,calculator,Purchase,0.76,38103,686,1546.0,80768.0
session_342,New,Contact,5,492,Mobile,South,Other,False,False,False,True,review,Purchase,0.87,33601,783,1074.0,118809.0
session_343,New,Contact,4,355,Tablet,West,Other,True,False,True,False,submit,Other,0.25,37201,767,1503.0,30000.0
session_344,Returning,Calculator,3,845,Tablet,Midwest,Google,True,False,False,False,none,Other,0.33,73301,635,734.0,136302.0
session_345,Returning,Learn,6,125,Desktop,South,Facebook,False,True,True,False,none,Other,0.57,70112,741,2075.0,42351.0
session_346,Returning,Contact,2,226,Desktop,South,Other,True,True,True,True,submit,Purchase,0.08,30301,740,1397.0,69323.0
session_347,Returning,Contact,5,137,Mobile,West,Facebook,False,False,False,True,start_app,Refinance,0.81,33601,642,2059.0,83977.0
session_348,Returning,Contact,3,75,Tablet,Northeast,Direct,True,False,True,True,submit,Refinance,0.48,70112,740,1237.0,81338.0
session_349,New,Contact,5,215,Mobile,South,Google,False,True,True,True,calculator,Other,0.97,38103,776,1238.0,110160.0
session_350,New,Home,8,483,Tablet,South,Direct,False,True,False,True,calculator,Purchase,0.12,29401,643,1118.0,58554.0
session_351,Returning,Rates,4,352,Tablet,Northeast,Google,False,True,False,False,none,Refinance,0.13,29401,654,1938.0,91519.0
session_352,Returning,Calculator,7,314,Desktop,South,Google,True,False,True,False,submit,Other,0.35,38103,750,1145.0,70545.0
session_353,New,Home,8,112,Desktop,Northeast,Facebook,False,False,True,True,none,Purchase,0.21,32202,713,1822.0,92379.0
session_354,Returning,Calculator,11,679,Tablet,Midwest,Google,False,False,True,False,start_app,Purchase,0.7,29401,727,1309.0,83381.0
session_355,Returning,Contact,4,356,Desktop,Northeast,Direct,True,True,True,True,review,Purchase,0.95,30301,717,512.0,87323.0
session_356,Returning,Calculator,3,778,Mobile,Northeast,Direct,True,False,True,True,review,Purchase,0.09,30301,719,1215.0,71252.0
session_357,Returning,Learn,9,478,Tablet,South,Direct,True,True,True,True,start_app,Purchase,0.24,73301,633,910.0,72248.0
session_358,Returning,Learn,6,350,Tablet,South,Facebook,False,True,False,True,calculator,Purchase,0.24,75201,752,1517.0,92182.0
session_359,New,Rates,4,174,Tablet,West,Facebook,True,False,True,True,calculator,Purchase,0.51,32202,758,905.0,108593.0
session_360,New,Rates,6,307,Mobile,South,Email,False,True,True,False,calculator,Other,0.45,33601,688,1963.0,70043.0
session_361,Returning,Calculator,6,641,Tablet,South,Other,True,True,False,False,none,Other,0.73,29401,697,1454.0,63281.0
session_362,Returning,Home,2,43,Desktop,Northeast,Email,False,False,True,False,none,Home Equity,0.73,30301,623,1411.0,100337.0
session_363,New,Home,10,291,Mobile,Midwest,Email,False,False,False,False,review,Other,0.57,38103,725,1828.0,84187.0
session_364,Returning,Contact,5,443,Tablet,South,Google,False,True,False,True,calculator,Other,0.59,29401,728,1982.0,105762.0
